iter	Logloss
530	0.4309949875
531	0.4306840102
532	0.4303005536
533	0.4299935897
534	0.4297546546
535	0.4295581182
536	0.4293483893
537	0.4290729364
538	0.428749005
539	0.4286175569
540	0.4283342361
541	0.4281875292
542	0.4279286464
543	0.4274928172
544	0.4272671143
545	0.4271447659
546	0.4269131422
547	0.4268025557
548	0.426668644
549	0.4264127413
550	0.4260458946
551	0.425696373
552	0.425320665
553	0.4250821273
554	0.4248025815
555	0.4246676763
556	0.4243630568
557	0.4241827726
558	0.4239982367
559	0.4238629341
560	0.423577706
561	0.4233498573
562	0.4231038094
563	0.4229148229
564	0.4228055875
565	0.4225339492
566	0.4223021666
567	0.4221382936
568	0.4219755729
569	0.4216189384
570	0.4215080341
571	0.4212713242
572	0.4210763772
573	0.4209326108
574	0.420681715
575	0.4205229282
576	0.420296828
577	0.4200983842
578	0.4199855328
579	0.4198054473
580	0.4196324348
581	0.4194762707
582	0.4193275372
583	0.419219017
584	0.4190450112
585	0.4187587897
586	0.4185446103
587	0.4183981419
588	0.4181692998
589	0.417962869
590	0.4177203178
591	0.4175481002
592	0.4172688723
593	0.4169646104
594	0.4167103767
595	0.4164924622
596	0.416366299
597	0.4161868493
598	0.4159641266
599	0.4158533017
600	0.4156690439
601	0.4155022701
602	0.4153301318
603	0.4151775042
604	0.4149207671
605	0.4146821499
606	0.4145404498
607	0.4143193563
608	0.414081494
609	0.4139297009
610	0.4138372739
611	0.4137059848
612	0.4135971864
613	0.413435022
614	0.4132462343
615	0.4131131172
616	0.4129057725
617	0.4125777483
618	0.4123818477
619	0.4122264385
620	0.4121858279
621	0.4119356473
622	0.4117568334
623	0.4116139015
624	0.4114507039
625	0.4113468329
626	0.4112412135
627	0.4110689958
628	0.4107919931
629	0.4105459849
630	0.4104054769
631	0.4102445443
632	0.4100054502
633	0.4098324776
634	0.4096161524
635	0.4095129569
636	0.4092156887
637	0.408881108
638	0.4087224801
639	0.40858682
640	0.4083455801
641	0.4082903862
642	0.4081544876
643	0.4079276721
644	0.4076194763
645	0.4074846903
646	0.4073130687
647	0.4071627458
648	0.4069659313
649	0.40683345
650	0.4065341155
651	0.4063866138
652	0.4061627388
653	0.4060251713
654	0.4058102369
655	0.4056858222
656	0.405455033
657	0.4052457015
658	0.4051371415
659	0.404864351
660	0.4046266874
661	0.4042798281
662	0.4041783015
663	0.4040415684
664	0.4038976034
665	0.4035367171
666	0.4033170144
667	0.4030074279
668	0.4027436574
669	0.4024624825
670	0.4023989042
671	0.4022750457
672	0.4019848108
673	0.4016836484
674	0.4014318784
675	0.4012684027
676	0.4010555347
677	0.401028951
678	0.4008814891
679	0.4005109469
680	0.4003392855
681	0.4002037843
682	0.3999912341
683	0.3997464975
684	0.3994576931
685	0.3991762797
686	0.3989599148
687	0.3988271952
688	0.3985762596
689	0.3983451923
690	0.3981092374
691	0.3979676565
692	0.3978304068
693	0.3975965182
694	0.3974321286
695	0.3972237905
696	0.3968723615
697	0.3966855605
698	0.3964831432
699	0.3964565992
700	0.3963218133
701	0.3961964448
702	0.3960247835
703	0.3957720598
704	0.3955835104
705	0.3952861627
706	0.3949830135
707	0.3947166602
708	0.3945196072
709	0.3943696817
710	0.394159476
711	0.3938905398
712	0.3936866124
713	0.3935397863
714	0.3934046427
715	0.3931111495
716	0.392960151
717	0.3928298155
718	0.3925715288
719	0.3922913472
720	0.3920291265
721	0.3918001652
722	0.3915830453
723	0.3915303548
724	0.3913500309
725	0.3911586603
726	0.3908709685
727	0.3906960487
728	0.3904002508
729	0.3901209831
730	0.3900763988
731	0.3899498383
732	0.3895833492
733	0.3894409339
734	0.3893996874
735	0.3891266982
736	0.3888817231
737	0.3887130022
738	0.3884031375
739	0.3882402182
740	0.3880364895
741	0.3878813585
742	0.3877689441
743	0.3875170549
744	0.3874814908
745	0.3872855504
746	0.3871543407
747	0.3869466384
748	0.3866897424
749	0.3865361214
750	0.3865013123
751	0.3863383929
752	0.3862322966
753	0.3858949343
754	0.3857763608
755	0.3855095704
756	0.3853171269
757	0.3851914406
758	0.3849586248
759	0.384770155
760	0.384527723
761	0.3843572537
762	0.3842451572
763	0.3838988543
764	0.3837390343
765	0.3836885293
766	0.383447806
767	0.3833148082
768	0.3831263781
769	0.3830292225
770	0.3827966054
771	0.3825366497
772	0.382356445
773	0.3821775516
774	0.3819577694
775	0.3818513552
776	0.3816699982
777	0.3816525539
778	0.3813976447
779	0.3811123768
780	0.3809471925
781	0.3805963596
782	0.3803406556
783	0.3802388509
784	0.3800237974
785	0.3797862927
786	0.3795412381
787	0.3793697357
788	0.3791046143
789	0.3788937728
790	0.3787747622
791	0.3785982927
792	0.3784233729
793	0.3781434695
794	0.3779835304
795	0.3777751923
796	0.3775068124
797	0.3773934841
798	0.377316157
799	0.3771533966
800	0.3769399325
801	0.3767041365
802	0.3763632774
803	0.3762208621
804	0.3760332266
805	0.3759216468
806	0.3757290045
807	0.3756175836
808	0.3754288356
809	0.3752435048
810	0.3749983708
811	0.3747756084
812	0.374637564
813	0.3745613893
814	0.3742818038
815	0.3741533756
816	0.3738937378
817	0.373593092
818	0.3734179338
819	0.3730494976
820	0.3729523818
821	0.3727267583
822	0.3727046251
823	0.3725995223
824	0.3725524743
825	0.3724945386
826	0.3723720709
827	0.3722054164
828	0.372147878
829	0.3720076084
830	0.3717853626
831	0.3715724945
832	0.3714152177
833	0.3712026278
834	0.3709902763
835	0.3706889947
836	0.3705241283
837	0.3703572353
838	0.3702138265
839	0.3700363636
840	0.3699012995
841	0.3697088559
842	0.3694852193
843	0.3692331314
844	0.3690154552
845	0.3688181241
846	0.3686432838
847	0.3685414394
848	0.3683842023
849	0.3682211637
850	0.3680064678
851	0.3678657214
852	0.3677023649
853	0.3676489194
854	0.3673493862
855	0.3672599792
856	0.3671673934
857	0.3670686881
858	0.3668855826
859	0.3668026129
860	0.3667003711
861	0.3665585518
862	0.3663360278
863	0.3661417961
864	0.3658701579
865	0.3658066988
866	0.3657215436
867	0.3654939334
868	0.3653696775
869	0.3651828369
870	0.3650317589
871	0.3649005493
872	0.3647583326
873	0.3645234505
874	0.3643535376
875	0.3641165495
876	0.3640179634
877	0.363878568
878	0.363620917
879	0.3634606202
880	0.3633568287
881	0.3632120291
882	0.3630098502
883	0.3627959887
884	0.3625653187
885	0.3623949687
886	0.3622467915
887	0.3620351553
888	0.3619766235
889	0.3618427515
890	0.3617645502
891	0.3615245024
892	0.3614685138
893	0.3613855839
894	0.361261646
895	0.3610920111
896	0.3610056241
897	0.3607853651
898	0.3606644471
899	0.3605174621
900	0.3603365421
901	0.3601696889
902	0.3599544764
903	0.3597218196
904	0.3595023155
905	0.3592613141
906	0.3592195908
907	0.3590670427
908	0.3587361972
909	0.3585721652
910	0.358506759
911	0.3582415581
912	0.3580839634
913	0.3579763174
914	0.3578134378
915	0.3576256434
916	0.3574806054
917	0.3573495944
918	0.3572199345
919	0.3570592801
920	0.3568603595
921	0.3566493988
922	0.3565895557
923	0.3563025792
924	0.3561331431
925	0.3560011387
926	0.3557956616
927	0.355637749
928	0.3554741144
929	0.3553140163
930	0.35516723
931	0.3549482028
932	0.3547259172
933	0.3546300729
934	0.3544787566
935	0.3543472687
936	0.3540070057
937	0.3538855712
938	0.3536859353
939	0.3534974257
940	0.3533294598
941	0.3532233636
942	0.3529879649
943	0.3527731498
944	0.3525930246
945	0.3525012334
946	0.3523043791
947	0.3521082004
948	0.3518473307
949	0.3517320156
950	0.3515310685
951	0.3514017661
952	0.3512346745
953	0.3511618773
954	0.3510684967
955	0.3508255482
956	0.350785017
957	0.350572745
958	0.3505495787
959	0.3503309886
960	0.3501132329
961	0.3499451876
962	0.3498437007
963	0.3496713638
964	0.3495325247
965	0.3493958314
966	0.3491652807
967	0.3490358194
968	0.3488973379
969	0.3487444321
970	0.348600467
971	0.3483111858
972	0.3481928905
973	0.3480600516
974	0.3478667736
975	0.3477800687
976	0.3476188183
977	0.3474104007
978	0.3471953869
979	0.3470825354
980	0.347020944
981	0.3469257355
982	0.346812884
983	0.3465753396
984	0.3464492559
985	0.3462405602
986	0.3460857073
987	0.3458993435
988	0.3458812237
989	0.3456933498
990	0.345457236
991	0.3452863693
992	0.3451656898
993	0.344954292
994	0.3446886142
995	0.3446293672
996	0.3445828756
997	0.3443015416
998	0.344073534
999	0.3438663483
